Beds,Baths,TotalRooms,Area,Type,Address,Sector_or_Block,Region,Town,City,Price
2,1,3,600,Apartment,"Agargaon, Dhaka",No Sector/Block,Agargaon,Agargaon,Dhaka,13000.0
2,2,4,990,Apartment,"Jangalpara, 7 No. West Sholoshohor Ward, Chattogram",No Sector/Block,Jangalpara,7 No. West Sholoshohor Ward,Chattogram,14000.0
2,2,4,900,Apartment,"Pahartali, 12 No. Sarai Para Ward, Double Mooring, Chattogram",No Sector/Block,12 No. Sarai Para Ward,Double Mooring,Chattogram,11000.0
3,3,6,1100,Apartment,"12 No. Sarai Para Ward, Double Mooring, Chattogram",No Sector/Block,12 No. Sarai Para Ward,Double Mooring,Chattogram,16000.0
3,2,5,1065,Apartment,"East Rampur, 25 No. Rampur Ward, Double Mooring, Chattogram",No Sector/Block,25 No. Rampur Ward,Double Mooring,Chattogram,16500.0
2,2,4,950,Apartment,"7 No. West Sholoshohor Ward, Chattogram",No Sector/Block,7 No. West Sholoshohor Ward,7 No. West Sholoshohor Ward,Chattogram,10000.0
2,2,4,800,Apartment,"Sector 14, Uttara, Dhaka",Sector 14,Uttara,Uttara,Dhaka,18000.0
2,2,4,750,Apartment,"Middle Badda, Badda, Dhaka",No Sector/Block,Middle Badda,Badda,Dhaka,18000.0
3,3,6,1200,Apartment,"11 No. South Kattali Ward, Chattogram",No Sector/Block,11 No. South Kattali Ward,11 No. South Kattali Ward,Chattogram,20000.0
3,3,6,2000,Apartment,"Baridhara, Dhaka",No Sector/Block,Baridhara,Baridhara,Dhaka,100000.0
2,3,5,950,Apartment,"Sector 5, Uttara, Dhaka",Sector 5,Uttara,Uttara,Dhaka,20000.0
2,2,4,700,Apartment,"Maghbazar, Dhaka",No Sector/Block,Maghbazar,Maghbazar,Dhaka,15000.0
2,2,4,1000,Apartment,"30 No. East Madarbari Ward, Chattogram",No Sector/Block,30 No. East Madarbari Ward,30 No. East Madarbari Ward,Chattogram,22000.0
3,3,6,1520,Apartment,"East Monipur, Mirpur, Dhaka",No Sector/Block,East Monipur,Mirpur,Dhaka,25000.0
3,3,6,1600,Apartment,"Jalalabad Housing Society, West Khulshi, 9 No. North Pahartali Ward, Chattogram",No Sector/Block,West Khulshi,9 No. North Pahartali Ward,Chattogram,16000.0
2,3,5,1000,Apartment,"South Badda, Badda, Dhaka",No Sector/Block,South Badda,Badda,Dhaka,26000.0
3,3,6,1300,Apartment,"Tajmahal Road, Mohammadpur, Dhaka",No Sector/Block,Tajmahal Road,Mohammadpur,Dhaka,50000.0
3,3,6,1195,Apartment,"Sector 10, Uttara, Dhaka",Sector 10,Uttara,Uttara,Dhaka,23000.0
2,2,4,1000,Apartment,"24 No. North Agrabad Ward, Double Mooring, Chattogram",No Sector/Block,24 No. North Agrabad Ward,Double Mooring,Chattogram,13000.0
2,2,4,1200,Apartment,"Shantibag Residential Area, 24 No. North Agrabad Ward, Double Mooring, Chattogram",No Sector/Block,24 No. North Agrabad Ward,Double Mooring,Chattogram,14000.0
3,3,6,1350,Apartment,"Mirpur, Dhaka",No Sector/Block,Mirpur,Mirpur,Dhaka,17000.0
2,2,4,800,Apartment,"Mohammadpur, Dhaka",No Sector/Block,Mohammadpur,Mohammadpur,Dhaka,14000.0
3,3,6,1200,Apartment,"30 No. East Madarbari Ward, Chattogram",No Sector/Block,30 No. East Madarbari Ward,30 No. East Madarbari Ward,Chattogram,21000.0
3,3,6,1500,Apartment,"Sector 4, Uttara, Dhaka",Sector 4,Uttara,Uttara,Dhaka,60000.0
3,2,5,1300,Apartment,"Shantibag Residential Area, 24 No. North Agrabad Ward, Double Mooring, Chattogram",No Sector/Block,24 No. North Agrabad Ward,Double Mooring,Chattogram,14000.0
2,1,3,800,Apartment,"Bakalia, Chattogram",No Sector/Block,Bakalia,Bakalia,Chattogram,8000.0
2,1,3,800,Apartment,"12 No. Sarai Para Ward, Double Mooring, Chattogram",No Sector/Block,12 No. Sarai Para Ward,Double Mooring,Chattogram,8000.0
2,2,4,900,Apartment,"Sector 14, Uttara, Dhaka",Sector 14,Uttara,Uttara,Dhaka,18000.0
2,1,3,700,Apartment,"Bissaw colony, Kaibalyadham Housing Society, 9 No. North Pahartali Ward, Chattogram",No Sector/Block,Kaibalyadham Housing Society,9 No. North Pahartali Ward,Chattogram,10500.0
3,3,6,1285,Apartment,"Shah Ali Bag, Section 1, Mirpur, Dhaka",No Sector/Block,Section 1,Mirpur,Dhaka,18000.0
3,3,6,2200,Apartment,"Block K, Baridhara, Dhaka",Block K,Baridhara,Baridhara,Dhaka,80000.0
2,2,4,700,Apartment,"Dakshin Khan, Dhaka",No Sector/Block,Dakshin Khan,Dakshin Khan,Dhaka,10000.0
2,2,4,700,Apartment,"Dakshin Khan, Dhaka",No Sector/Block,Dakshin Khan,Dakshin Khan,Dhaka,10000.0
2,2,4,700,Apartment,"Dakshin Khan, Dhaka",No Sector/Block,Dakshin Khan,Dakshin Khan,Dhaka,10000.0
3,3,6,1400,Apartment,"Baitul Aman Housing Society, Adabor, Dhaka",No Sector/Block,Baitul Aman Housing Society,Adabor,Dhaka,25000.0
3,2,5,1150,Apartment,"Block H, Banasree, Dhaka",Block H,Banasree,Banasree,Dhaka,16000.0
3,2,5,1150,Apartment,"Block H, Banasree, Dhaka",Block H,Banasree,Banasree,Dhaka,16000.0
2,2,4,1250,Apartment,"Jangalpara, 7 No. West Sholoshohor Ward, Chattogram",No Sector/Block,Jangalpara,7 No. West Sholoshohor Ward,Chattogram,15000.0
3,2,5,1150,Apartment,"17 No West Bakalia Ward, Bakalia, Chattogram",No Sector/Block,17 No West Bakalia Ward,Bakalia,Chattogram,14000.0
3,2,5,1150,Apartment,"17 No West Bakalia Ward, Bakalia, Chattogram",No Sector/Block,17 No West Bakalia Ward,Bakalia,Chattogram,14000.0
3,3,6,1500,Apartment,"Sector 10, Uttara, Dhaka",Sector 10,Uttara,Uttara,Dhaka,20000.0
2,2,4,800,Apartment,"Block B, Mansurabad Housing Society, Adabor, Dhaka",Block B,Mansurabad Housing Society,Adabor,Dhaka,15000.0
2,2,4,800,Apartment,"Adabor, Dhaka",No Sector/Block,Adabor,Adabor,Dhaka,15000.0
2,2,4,750,Apartment,"Mohammadpur, Dhaka",No Sector/Block,Mohammadpur,Mohammadpur,Dhaka,15000.0
3,3,6,1400,Apartment,"Sector 10, Uttara, Dhaka",Sector 10,Uttara,Uttara,Dhaka,16000.0
3,3,6,1500,Apartment,"Sector 10, Uttara, Dhaka",Sector 10,Uttara,Uttara,Dhaka,20000.0
2,2,4,800,Apartment,"Block B, Mansurabad Housing Society, Adabor, Dhaka",Block B,Mansurabad Housing Society,Adabor,Dhaka,15000.0
2,2,4,800,Apartment,"Shyamoli Housing (2nd Project), Adabor, Dhaka",No Sector/Block,Shyamoli Housing (2nd Project),Adabor,Dhaka,15000.0
4,4,8,2350,Apartment,"Block K, Baridhara, Dhaka",Block K,Baridhara,Baridhara,Dhaka,120000.0
2,2,4,800,Apartment,"Adabor, Dhaka",No Sector/Block,Adabor,Adabor,Dhaka,15000.0
2,2,4,700,Apartment,"Shyamoli, Dhaka",No Sector/Block,Shyamoli,Shyamoli,Dhaka,15000.0
3,3,6,1800,Apartment,"Uttara, Dhaka",No Sector/Block,Uttara,Uttara,Dhaka,30000.0
3,4,7,1650,Apartment,"Uttar Badda, Badda, Dhaka",No Sector/Block,Uttar Badda,Badda,Dhaka,35000.0
2,2,4,850,Apartment,"West Shahid Nagar, Oxygen, Bayazid, Chattogram",No Sector/Block,Oxygen,Bayazid,Chattogram,10000.0
3,4,7,1200,Apartment,"Mirpur, Dhaka",No Sector/Block,Mirpur,Mirpur,Dhaka,19000.0
2,2,4,900,Apartment,"Sonali Residential Area, 25 No. Rampur Ward, Double Mooring, Chattogram",No Sector/Block,25 No. Rampur Ward,Double Mooring,Chattogram,12000.0
3,3,6,1100,Apartment,"Mirpur, Dhaka",No Sector/Block,Mirpur,Mirpur,Dhaka,13000.0
2,2,4,950,Apartment,"4 No Chandgaon Ward, Chattogram",No Sector/Block,4 No Chandgaon Ward,4 No Chandgaon Ward,Chattogram,13000.0
3,3,6,1450,Apartment,"Sector 10, Uttara, Dhaka",Sector 10,Uttara,Uttara,Dhaka,20000.0
2,2,4,850,Apartment,"Shahid Nagar, Bayazid, Chattogram",No Sector/Block,Shahid Nagar,Bayazid,Chattogram,10500.0
3,3,6,1500,Apartment,"Turag, Dhaka",No Sector/Block,Turag,Turag,Dhaka,20000.0
2,2,4,900,Apartment,"Sector 11, Uttara, Dhaka",Sector 11,Uttara,Uttara,Dhaka,18000.0
3,3,6,1700,Apartment,"Sugandha Residential Area, Panchlaish, Chattogram",No Sector/Block,Sugandha Residential Area,Panchlaish,Chattogram,30000.0
2,1,3,800,Apartment,"Sector 5, Uttara, Dhaka",Sector 5,Uttara,Uttara,Dhaka,13000.0
3,3,6,2000,Apartment,"Nasirabad Properties Residential Area, Khulshi, Chattogram",No Sector/Block,Nasirabad Properties Residential Area,Khulshi,Chattogram,33200.0
3,3,6,1200,Apartment,"Chalabon, Dakshin Khan, Dhaka",No Sector/Block,Chalabon,Dakshin Khan,Dhaka,11000.0
3,3,6,1250,Apartment,"South Khulshi, Khulshi, Chattogram",No Sector/Block,South Khulshi,Khulshi,Chattogram,20000.0
2,2,4,800,Apartment,"Shyamoli, Dhaka",No Sector/Block,Shyamoli,Shyamoli,Dhaka,16000.0
3,2,5,900,Apartment,"Ashkona, Dakshin Khan, Dhaka",No Sector/Block,Ashkona,Dakshin Khan,Dhaka,14000.0
3,3,6,1600,Apartment,"Sector 12, Uttara, Dhaka",Sector 12,Uttara,Uttara,Dhaka,35000.0
3,3,6,1250,Apartment,"Kallyanpur, Mirpur, Dhaka",No Sector/Block,Kallyanpur,Mirpur,Dhaka,16000.0
3,3,6,1550,Apartment,"Sector 5, Uttara, Dhaka",Sector 5,Uttara,Uttara,Dhaka,65000.0
3,4,7,1700,Apartment,"Badda, Dhaka",No Sector/Block,Badda,Badda,Dhaka,28000.0
2,2,4,720,Apartment,"Mohammadpur, Dhaka",No Sector/Block,Mohammadpur,Mohammadpur,Dhaka,16000.0
3,3,6,1100,Apartment,"Block C, Hill View R/A, Bayazid, Chattogram",Block C,Hill View R/A,Bayazid,Chattogram,17000.0
3,3,6,2250,Apartment,"Block K, Baridhara, Dhaka",Block K,Baridhara,Baridhara,Dhaka,80000.0
3,3,6,1800,Apartment,"Sector 7, Uttara, Dhaka",Sector 7,Uttara,Uttara,Dhaka,50000.0
3,3,6,1654,Apartment,"Block A, Rajuk Uttara Apartment Project, Sector 18, Uttara, Dhaka",Sector 18,Rajuk Uttara Apartment Project,Uttara,Dhaka,16000.0
3,3,6,1250,Apartment,"11 No. South Kattali Ward, Chattogram",Block A,Chattogram,Chattogram,Chattogram,18000.0
3,3,6,1300,Apartment,"Green View Residential Area, 11 No. South Kattali Ward, Chattogram",No Sector/Block,Green View Residential Area,11 No. South Kattali Ward,Chattogram,17000.0
3,3,6,1550,Apartment,"Sector 14, Uttara, Dhaka",Sector 14,Uttara,Uttara,Dhaka,30000.0
3,4,7,1800,Apartment,"Sector 9, Uttara, Dhaka",Sector 9,Uttara,Uttara,Dhaka,45000.0
3,4,7,1800,Apartment,"Sector 9, Uttara, Dhaka",Sector 9,Uttara,Uttara,Dhaka,45000.0
3,4,7,1800,Apartment,"Sector 9, Uttara, Dhaka",Sector 9,Uttara,Uttara,Dhaka,45000.0
3,4,7,1800,Apartment,"Sector 9, Uttara, Dhaka",Sector 9,Uttara,Uttara,Dhaka,45000.0
2,2,4,700,Apartment,"Adarsha Para, Uttar Khan, Dhaka",No Sector/Block,Adarsha Para,Uttar Khan,Dhaka,10000.0
2,2,4,700,Apartment,"Adarsha Para, Uttar Khan, Dhaka",No Sector/Block,Adarsha Para,Uttar Khan,Dhaka,10000.0
3,3,6,1350,Apartment,"Sector 7, Uttara, Dhaka",Sector 7,Uttara,Uttara,Dhaka,25000.0
2,1,3,500,Apartment,"Khilkhet, Dhaka",No Sector/Block,Khilkhet,Khilkhet,Dhaka,10000.0
3,2,5,1100,Apartment,"Block A, Banasree, Dhaka",Block A,Banasree,Banasree,Dhaka,24000.0
3,3,6,1200,Apartment,"Shah Ali Bag, Section 1, Mirpur, Dhaka",No Sector/Block,Section 1,Mirpur,Dhaka,18000.0
3,2,5,1100,Apartment,"South Badda, Badda, Dhaka",No Sector/Block,South Badda,Badda,Dhaka,25000.0
3,3,6,1200,Apartment,"Agargaon, Dhaka",No Sector/Block,Agargaon,Agargaon,Dhaka,22000.0
3,3,6,1200,Apartment,"Mirpur, Dhaka",No Sector/Block,Mirpur,Mirpur,Dhaka,20000.0
2,2,4,1160,Apartment,"24 No. North Agrabad Ward, Double Mooring, Chattogram",No Sector/Block,24 No. North Agrabad Ward,Double Mooring,Chattogram,12000.0
2,2,4,960,Apartment,"Rampur, 12 No. Sarai Para Ward, Double Mooring, Chattogram",No Sector/Block,12 No. Sarai Para Ward,Double Mooring,Chattogram,13000.0
3,2,5,1210,Apartment,"Shamoly Residential Area, 24 No. North Agrabad Ward, Double Mooring, Chattogram",No Sector/Block,24 No. North Agrabad Ward,Double Mooring,Chattogram,14000.0
2,2,4,950,Apartment,"Riaj Uddin Bazar, Chattogram",No Sector/Block,Riaj Uddin Bazar,Riaj Uddin Bazar,Chattogram,19000.0
3,2,5,1100,Apartment,"East Nasirabad, Chattogram",No Sector/Block,East Nasirabad,East Nasirabad,Chattogram,22000.0
2,2,4,850,Apartment,"Uttar Badda, Badda, Dhaka",No Sector/Block,Uttar Badda,Badda,Dhaka,23000.0
2,2,4,800,Apartment,"Bayazid, Chattogram",No Sector/Block,Bayazid,Bayazid,Chattogram,12000.0
3,3,6,1900,Apartment,"Nasirabad Properties Residential Area, Khulshi, Chattogram",No Sector/Block,Nasirabad Properties Residential Area,Khulshi,Chattogram,40000.0
2,2,4,900,Apartment,"Mirpur, Dhaka",No Sector/Block,Mirpur,Mirpur,Dhaka,12000.0
2,2,4,700,Apartment,"Mirpur, Dhaka",No Sector/Block,Mirpur,Mirpur,Dhaka,12000.0
2,1,3,500,Apartment,"Mirpur, Dhaka",No Sector/Block,Mirpur,Mirpur,Dhaka,10000.0
2,2,4,600,Apartment,"Paikpara, Ahmed Nagar, Mirpur, Dhaka",No Sector/Block,Ahmed Nagar,Mirpur,Dhaka,8000.0
2,2,4,800,Apartment,"Mirpur, Dhaka",No Sector/Block,Mirpur,Mirpur,Dhaka,13000.0
4,4,8,1500,Apartment,"Middle Paikpara, Mirpur, Dhaka",No Sector/Block,Middle Paikpara,Mirpur,Dhaka,22000.0
4,4,8,3554,Apartment,"Gulshan 2, Gulshan, Dhaka",No Sector/Block,Gulshan 2,Gulshan,Dhaka,220000.00000000003
2,2,4,600,Apartment,"Block B, Dolipara, Uttara, Dhaka",Block B,Dolipara,Uttara,Dhaka,13500.0
2,2,4,600,Apartment,"Block B, Dolipara, Uttara, Dhaka",Block B,Dolipara,Uttara,Dhaka,14000.0
2,2,4,700,Apartment,"Gawair, Dakshin Khan, Dhaka",No Sector/Block,Gawair,Dakshin Khan,Dhaka,12000.0
3,3,6,2500,Apartment,"Gulshan 1, Gulshan, Dhaka",No Sector/Block,Gulshan 1,Gulshan,Dhaka,140000.0
3,3,6,1500,Apartment,"7 No. West Sholoshohor Ward, Chattogram",No Sector/Block,7 No. West Sholoshohor Ward,7 No. West Sholoshohor Ward,Chattogram,22000.0
3,4,7,1500,Apartment,"Sector 14, Uttara, Dhaka",Sector 14,Uttara,Uttara,Dhaka,35000.0
3,3,6,1400,Apartment,"Sector 1, Block G, Aftab Nagar, Dhaka",Sector 1,Block G,Aftab Nagar,Dhaka,25000.0
2,2,4,750,Apartment,"Middle Paikpara, Mirpur, Dhaka",No Sector/Block,Middle Paikpara,Mirpur,Dhaka,12000.0
3,3,6,1350,Apartment,"Jamtola, Kawlar, Dakshin Khan, Dhaka",No Sector/Block,Kawlar,Dakshin Khan,Dhaka,15500.0
3,3,6,1350,Apartment,"Jamtola, Kawlar, Dakshin Khan, Dhaka",No Sector/Block,Kawlar,Dakshin Khan,Dhaka,15500.0
3,3,6,1350,Apartment,"Jamtola, Kawlar, Dakshin Khan, Dhaka",No Sector/Block,Kawlar,Dakshin Khan,Dhaka,15500.0
3,3,6,1350,Apartment,"Jamtola, Kawlar, Dakshin Khan, Dhaka",No Sector/Block,Kawlar,Dakshin Khan,Dhaka,15500.0
3,3,6,1350,Apartment,"Jamtola, Kawlar, Dakshin Khan, Dhaka",No Sector/Block,Kawlar,Dakshin Khan,Dhaka,15500.0
3,3,6,1350,Apartment,"Jamtola, Kawlar, Dakshin Khan, Dhaka",No Sector/Block,Kawlar,Dakshin Khan,Dhaka,15500.0
3,3,6,1350,Apartment,"Jamtola, Kawlar, Dakshin Khan, Dhaka",No Sector/Block,Kawlar,Dakshin Khan,Dhaka,15500.0
3,3,6,1350,Apartment,"Jamtola, Kawlar, Dakshin Khan, Dhaka",No Sector/Block,Kawlar,Dakshin Khan,Dhaka,15500.0
3,3,6,1350,Apartment,"Jamtola, Kawlar, Dakshin Khan, Dhaka",No Sector/Block,Kawlar,Dakshin Khan,Dhaka,15500.0
3,3,6,1350,Apartment,"Jamtola, Kawlar, Dakshin Khan, Dhaka",No Sector/Block,Kawlar,Dakshin Khan,Dhaka,15500.0
3,3,6,1350,Apartment,"Jamtola, Kawlar, Dakshin Khan, Dhaka",No Sector/Block,Kawlar,Dakshin Khan,Dhaka,15500.0
3,3,6,1350,Apartment,"Jamtola, Kawlar, Dakshin Khan, Dhaka",No Sector/Block,Kawlar,Dakshin Khan,Dhaka,15500.0
3,3,6,1250,Apartment,"Pahartali, 12 No. Sarai Para Ward, Double Mooring, Chattogram",No Sector/Block,12 No. Sarai Para Ward,Double Mooring,Chattogram,20000.0
3,3,6,1350,Apartment,"Baridhara DOHS, Dhaka",No Sector/Block,Baridhara DOHS,Baridhara DOHS,Dhaka,50000.0
3,3,6,1300,Apartment,"Baridhara DOHS, Dhaka",No Sector/Block,Baridhara DOHS,Baridhara DOHS,Dhaka,60000.0
5,4,9,2600,Apartment,"Baridhara DOHS, Dhaka",No Sector/Block,Baridhara DOHS,Baridhara DOHS,Dhaka,80000.0
3,3,6,1100,Apartment,"Kallyanpur, Mirpur, Dhaka",No Sector/Block,Kallyanpur,Mirpur,Dhaka,18000.0
3,3,6,1100,Apartment,"Kallyanpur, Mirpur, Dhaka",No Sector/Block,Kallyanpur,Mirpur,Dhaka,18000.0
2,2,4,800,Apartment,"Mirpur, Dhaka",No Sector/Block,Mirpur,Mirpur,Dhaka,13000.0
3,3,6,1800,Apartment,"East Nasirabad, Chattogram",No Sector/Block,East Nasirabad,East Nasirabad,Chattogram,27000.0
3,3,6,1187,Apartment,"Kallyanpur, Mirpur, Dhaka",No Sector/Block,Kallyanpur,Mirpur,Dhaka,18000.0
3,2,5,1000,Apartment,"Dakshin Khan, Dhaka",No Sector/Block,Dakshin Khan,Dakshin Khan,Dhaka,15000.0
3,3,6,1500,Apartment,"Janata Housing, Shah Ali Bag, Section 1, Mirpur, Dhaka",No Sector/Block info,Section 1,Mirpur,Dhaka,22000.0
2,2,4,800,Apartment,"Kawlar, Dakshin Khan, Dhaka",No Sector/Block,Kawlar,Dakshin Khan,Dhaka,14000.0
3,3,6,1500,Apartment,"Janata Housing, Shah Ali Bag, Section 1, Mirpur, Dhaka",No Sector/Block info,Section 1,Mirpur,Dhaka,22000.0
3,2,5,1100,Apartment,"Kawlar, Dakshin Khan, Dhaka",No Sector/Block,Kawlar,Dakshin Khan,Dhaka,15000.0
3,3,6,1500,Apartment,"Janata Housing, Shah Ali Bag, Section 1, Mirpur, Dhaka",No Sector/Block info,Section 1,Mirpur,Dhaka,22000.0
3,3,6,1500,Apartment,"Janata Housing, Shah Ali Bag, Section 1, Mirpur, Dhaka",No Sector/Block info,Section 1,Mirpur,Dhaka,22000.0
3,3,6,1100,Apartment,"Kawlar, Dakshin Khan, Dhaka",No Sector/Block,Kawlar,Dakshin Khan,Dhaka,15000.0
3,3,6,1500,Apartment,"Janata Housing, Shah Ali Bag, Section 1, Mirpur, Dhaka",No Sector/Block info,Section 1,Mirpur,Dhaka,22000.0
3,3,6,1100,Apartment,"Kawlar, Dakshin Khan, Dhaka",No Sector/Block,Kawlar,Dakshin Khan,Dhaka,15000.0
3,3,6,1500,Apartment,"Janata Housing, Shah Ali Bag, Section 1, Mirpur, Dhaka",No Sector/Block info,Section 1,Mirpur,Dhaka,22000.0
3,3,6,1400,Apartment,"11 No. South Kattali Ward, Chattogram",No Sector/Block,11 No. South Kattali Ward,11 No. South Kattali Ward,Chattogram,18000.0
3,2,5,1200,Apartment,"11 No. South Kattali Ward, Chattogram",No Sector/Block,11 No. South Kattali Ward,11 No. South Kattali Ward,Chattogram,16000.0
3,3,6,1400,Apartment,"11 No. South Kattali Ward, Chattogram",No Sector/Block,11 No. South Kattali Ward,11 No. South Kattali Ward,Chattogram,18000.0
3,4,7,2500,Apartment,"Block K, Baridhara, Dhaka",Block K,Baridhara,Baridhara,Dhaka,150000.0
7,8,15,6200,Building,"Block K, Baridhara, Dhaka",Block K,Baridhara,Baridhara,Dhaka,500000.0
2,1,3,700,Apartment,"11 No. South Kattali Ward, Chattogram",No Sector/Block,11 No. South Kattali Ward,11 No. South Kattali Ward,Chattogram,8200.0
2,2,4,900,Apartment,"25 No. Rampur Ward, Double Mooring, Chattogram",No Sector/Block,25 No. Rampur Ward,Double Mooring,Chattogram,11000.0
2,2,4,700,Apartment,"Joar Sahara, Dhaka",No Sector/Block,Joar Sahara,Joar Sahara,Dhaka,13000.0
1,1,2,800,Apartment,"Bandartila, 38 No. South Middle Halishahar, Halishahar, Chattogram",No Sector/Block,38 No. South Middle Halishahar,Halishahar,Chattogram,10000.0
2,2,4,700,Apartment,"South Kallyanpur, Kallyanpur, Mirpur, Dhaka",No Sector/Block,Kallyanpur,Mirpur,Dhaka,13500.0
3,2,5,1100,Apartment,"Halishahar, Chattogram",No Sector/Block,Halishahar,Halishahar,Chattogram,17000.0
3,3,6,1250,Apartment,"Sector 13, Uttara, Dhaka",Sector 13,Uttara,Uttara,Dhaka,25000.0
2,2,4,800,Apartment,"Bayazid, Chattogram",No Sector/Block,Bayazid,Bayazid,Chattogram,14500.0
3,4,7,1900,Apartment,"Sector 13, Uttara, Dhaka",Sector 13,Uttara,Uttara,Dhaka,33000.0
2,2,4,750,Apartment,"Middle Paikpara, Mirpur, Dhaka",No Sector/Block,Middle Paikpara,Mirpur,Dhaka,14000.0
3,3,6,1000,Apartment,"Kawlar, Dakshin Khan, Dhaka",No Sector/Block,Kawlar,Dakshin Khan,Dhaka,16000.0
3,2,5,1200,Apartment,"11 No. South Kattali Ward, Chattogram",No Sector/Block,11 No. South Kattali Ward,11 No. South Kattali Ward,Chattogram,16000.0
3,3,6,2350,Apartment,"Baridhara, Dhaka",No Sector/Block,Baridhara,Baridhara,Dhaka,120000.0
3,3,6,1400,Apartment,"11 No. South Kattali Ward, Chattogram",No Sector/Block,11 No. South Kattali Ward,11 No. South Kattali Ward,Chattogram,18000.0
3,2,5,1200,Apartment,"11 No. South Kattali Ward, Chattogram",No Sector/Block,11 No. South Kattali Ward,11 No. South Kattali Ward,Chattogram,16000.0
3,3,6,1400,Apartment,"11 No. South Kattali Ward, Chattogram",No Sector/Block,11 No. South Kattali Ward,11 No. South Kattali Ward,Chattogram,18000.0
3,4,7,1654,Apartment,"Block A, Rajuk Uttara Apartment Project, Sector 18, Uttara, Dhaka",Sector 18,Rajuk Uttara Apartment Project,Uttara,Dhaka,14000.0
3,2,5,1100,Apartment,"Faydabad, Dakshin Khan, Dhaka",Block A,Dakshin Khan,Dakshin Khan,Dhaka,15000.0
2,1,3,800,Apartment,"Gulbag Residential Area, 24 No. North Agrabad Ward, Double Mooring, Chattogram",No Sector/Block,24 No. North Agrabad Ward,Double Mooring,Chattogram,11000.0
3,3,6,1200,Apartment,"West Khulshi R/A, 9 No. North Pahartali Ward, Chattogram",No Sector/Block,West Khulshi R/A,9 No. North Pahartali Ward,Chattogram,16000.0
3,3,6,1360,Apartment,"Shah Ali Bag, Section 1, Mirpur, Dhaka",No Sector/Block,Section 1,Mirpur,Dhaka,17000.0
4,4,8,4000,Apartment,"Block K, Baridhara, Dhaka",Block K,Baridhara,Baridhara,Dhaka,250000.0
2,2,4,850,Apartment,"Badurtala, Sholokbahar, Chattogram",No Sector/Block,Badurtala,Sholokbahar,Chattogram,10000.0
1,1,2,850,Apartment,"Bandar, 36 Goshail Danga Ward, Chattogram",No Sector/Block,Bandar,36 Goshail Danga Ward,Chattogram,10000.0
2,2,4,600,Apartment,"Block B, Dolipara, Uttara, Dhaka",Block B,Dolipara,Uttara,Dhaka,13500.0
3,3,6,1250,Apartment,"Saraipara, 12 No. Sarai Para Ward, Double Mooring, Chattogram",No Sector/Block,12 No. Sarai Para Ward,Double Mooring,Chattogram,19000.0
3,3,6,1400,Apartment,"11 No. South Kattali Ward, Chattogram",No Sector/Block,11 No. South Kattali Ward,11 No. South Kattali Ward,Chattogram,18000.0
3,2,5,1150,Apartment,"Chotopole, South Agrabad, Double Mooring, Chattogram",No Sector/Block,South Agrabad,Double Mooring,Chattogram,16000.0
2,2,4,700,Apartment,"Mirpur, Dhaka",No Sector/Block,Mirpur,Mirpur,Dhaka,12000.0
1,1,2,500,Apartment,"Gawair, Dakshin Khan, Dhaka",No Sector/Block,Gawair,Dakshin Khan,Dhaka,10000.0
3,3,6,1350,Apartment,"Jangalpara, 7 No. West Sholoshohor Ward, Chattogram",No Sector/Block,Jangalpara,7 No. West Sholoshohor Ward,Chattogram,22000.0
2,2,4,1050,Apartment,"23 No. North Pathantooly Ward, Double Mooring, Chattogram",No Sector/Block,23 No. North Pathantooly Ward,Double Mooring,Chattogram,15000.0
2,1,3,600,Apartment,"Paikpara, Ahmed Nagar, Mirpur, Dhaka",No Sector/Block,Ahmed Nagar,Mirpur,Dhaka,9000.0
2,2,4,950,Apartment,"Sector 10, Uttara, Dhaka",Sector 10,Uttara,Uttara,Dhaka,17000.0
2,2,4,1050,Apartment,"Saraipara, 12 No. Sarai Para Ward, Double Mooring, Chattogram",No Sector/Block,12 No. Sarai Para Ward,Double Mooring,Chattogram,15000.0
3,3,6,1400,Apartment,"Dampara, 15 No. Bagmoniram Ward, Chattogram",No Sector/Block,Dampara,15 No. Bagmoniram Ward,Chattogram,26000.0
3,3,6,1125,Apartment,"South Agrabad, Double Mooring, Chattogram",No Sector/Block,South Agrabad,Double Mooring,Chattogram,20000.0
3,3,6,1110,Apartment,"CDA Residential Area, South Agrabad, Double Mooring, Chattogram",No Sector/Block,South Agrabad,Double Mooring,Chattogram,15000.0
3,3,6,1200,Apartment,"CDA Residential Area, South Agrabad, Double Mooring, Chattogram",No Sector/Block,South Agrabad,Double Mooring,Chattogram,20000.0
3,3,6,1110,Apartment,"CDA Residential Area, South Agrabad, Double Mooring, Chattogram",No Sector/Block,South Agrabad,Double Mooring,Chattogram,15000.0
2,2,4,1065,Apartment,"23 No. North Pathantooly Ward, Double Mooring, Chattogram",No Sector/Block,23 No. North Pathantooly Ward,Double Mooring,Chattogram,16000.0
2,2,4,1050,Apartment,"23 No. North Pathantooly Ward, Double Mooring, Chattogram",No Sector/Block,23 No. North Pathantooly Ward,Double Mooring,Chattogram,15000.0
3,2,5,1200,Apartment,"Sector 10, Uttara, Dhaka",Sector 10,Uttara,Uttara,Dhaka,19000.0
1,1,2,600,Apartment,"Zakir Hossain Housing Society, South Khulshi, Khulshi, Chattogram",No Sector/Block,South Khulshi,Khulshi,Chattogram,10000.0
