Beds,Baths,TotalRooms,Area,Type,Address,Sector_or_Block,Region,Town,City,Price
2,2,4,800,Apartment,"Uttar Khan, Dhaka",No Sector/Block,Uttar Khan,Uttar Khan,Dhaka,12000.0
2,2,4,800,Apartment,"Uttar Khan, Dhaka",No Sector/Block,Uttar Khan,Uttar Khan,Dhaka,12000.0
2,2,4,800,Apartment,"Uttar Khan, Dhaka",No Sector/Block,Uttar Khan,Uttar Khan,Dhaka,12000.0
2,2,4,800,Apartment,"Uttar Khan, Dhaka",No Sector/Block,Uttar Khan,Uttar Khan,Dhaka,12000.0
2,2,4,800,Apartment,"Uttar Khan, Dhaka",No Sector/Block,Uttar Khan,Uttar Khan,Dhaka,12000.0
2,2,4,700,Apartment,"Kazibari, Dakshin Khan, Dhaka",No Sector/Block,Kazibari,Dakshin Khan,Dhaka,10000.0
3,3,6,1000,Apartment,"Block B, Section 12, Mirpur, Dhaka",Block B,Section 12,Mirpur,Dhaka,26000.0
3,2,5,1000,Apartment,"Gawair, Dakshin Khan, Dhaka",No Sector/Block,Gawair,Dakshin Khan,Dhaka,15000.0
2,2,4,800,Apartment,"Uttar Khan, Dhaka",No Sector/Block,Uttar Khan,Uttar Khan,Dhaka,12000.0
2,2,4,800,Apartment,"Uttar Khan, Dhaka",No Sector/Block,Uttar Khan,Uttar Khan,Dhaka,12000.0
2,2,4,800,Apartment,"Uttar Khan, Dhaka",No Sector/Block,Uttar Khan,Uttar Khan,Dhaka,12000.0
2,2,4,800,Apartment,"Uttar Khan, Dhaka",No Sector/Block,Uttar Khan,Uttar Khan,Dhaka,12000.0
2,2,4,800,Apartment,"Uttar Khan, Dhaka",No Sector/Block,Uttar Khan,Uttar Khan,Dhaka,12000.0
2,2,4,800,Apartment,"Uttar Khan, Dhaka",No Sector/Block,Uttar Khan,Uttar Khan,Dhaka,12000.0
2,2,4,800,Apartment,"Uttar Khan, Dhaka",No Sector/Block,Uttar Khan,Uttar Khan,Dhaka,12000.0
2,2,4,800,Apartment,"Uttar Khan, Dhaka",No Sector/Block,Uttar Khan,Uttar Khan,Dhaka,12000.0
2,2,4,800,Apartment,"Uttar Khan, Dhaka",No Sector/Block,Uttar Khan,Uttar Khan,Dhaka,12000.0
3,2,5,1100,Apartment,"Block A, Section 12, Mirpur, Dhaka",Block A,Section 12,Mirpur,Dhaka,25000.0
2,1,3,600,Apartment,"Paikpara, Ahmed Nagar, Mirpur, Dhaka",No Sector/Block,Ahmed Nagar,Mirpur,Dhaka,8000.0
2,2,4,800,Apartment,"Uttar Khan, Dhaka",No Sector/Block,Uttar Khan,Uttar Khan,Dhaka,12000.0
2,2,4,800,Apartment,"Uttar Khan, Dhaka",No Sector/Block,Uttar Khan,Uttar Khan,Dhaka,12000.0
2,2,4,800,Apartment,"Uttar Khan, Dhaka",No Sector/Block,Uttar Khan,Uttar Khan,Dhaka,12000.0
2,2,4,800,Apartment,"Uttar Khan, Dhaka",No Sector/Block,Uttar Khan,Uttar Khan,Dhaka,12000.0
2,2,4,800,Apartment,"Uttar Khan, Dhaka",No Sector/Block,Uttar Khan,Uttar Khan,Dhaka,12000.0
2,2,4,800,Apartment,"Uttar Khan, Dhaka",No Sector/Block,Uttar Khan,Uttar Khan,Dhaka,12000.0
2,2,4,800,Apartment,"Uttar Khan, Dhaka",No Sector/Block,Uttar Khan,Uttar Khan,Dhaka,12000.0
2,2,4,800,Apartment,"Uttar Khan, Dhaka",No Sector/Block,Uttar Khan,Uttar Khan,Dhaka,12000.0
3,3,6,1000,Apartment,"Uttar Khan, Dhaka",No Sector/Block,Uttar Khan,Uttar Khan,Dhaka,14000.0
3,3,6,1000,Apartment,"Uttar Khan, Dhaka",No Sector/Block,Uttar Khan,Uttar Khan,Dhaka,14000.0
2,2,4,800,Apartment,"Uttar Khan, Dhaka",No Sector/Block,Uttar Khan,Uttar Khan,Dhaka,12000.0
2,2,4,800,Apartment,"Uttar Khan, Dhaka",No Sector/Block,Uttar Khan,Uttar Khan,Dhaka,13000.0
3,3,6,900,Apartment,"Uttar Khan, Dhaka",No Sector/Block,Uttar Khan,Uttar Khan,Dhaka,14000.0
2,2,4,1000,Apartment,"25 No. Rampur Ward, Double Mooring, Chattogram",No Sector/Block,25 No. Rampur Ward,Double Mooring,Chattogram,17000.0
2,2,4,700,Apartment,"Adarsha Para, Uttar Khan, Dhaka",No Sector/Block,Adarsha Para,Uttar Khan,Dhaka,10000.0
2,2,4,700,Apartment,"Adarsha Para, Uttar Khan, Dhaka",No Sector/Block,Adarsha Para,Uttar Khan,Dhaka,10000.0
2,2,4,800,Apartment,"Uttar Khan, Dhaka",No Sector/Block,Uttar Khan,Uttar Khan,Dhaka,12000.0
2,2,4,800,Apartment,"Uttar Khan, Dhaka",No Sector/Block,Uttar Khan,Uttar Khan,Dhaka,12000.0
2,2,4,800,Apartment,"Uttar Khan, Dhaka",No Sector/Block,Uttar Khan,Uttar Khan,Dhaka,12000.0
2,2,4,800,Apartment,"Uttar Khan, Dhaka",No Sector/Block,Uttar Khan,Uttar Khan,Dhaka,12000.0
2,2,4,800,Apartment,"Uttar Khan, Dhaka",No Sector/Block,Uttar Khan,Uttar Khan,Dhaka,12000.0
3,2,5,1200,Apartment,"Faydabad, Dakshin Khan, Dhaka",No Sector/Block,Faydabad,Dakshin Khan,Dhaka,14000.0
3,2,5,1200,Apartment,"Faydabad, Dakshin Khan, Dhaka",No Sector/Block,Faydabad,Dakshin Khan,Dhaka,14000.0
3,2,5,1200,Apartment,"Faydabad, Dakshin Khan, Dhaka",No Sector/Block,Faydabad,Dakshin Khan,Dhaka,15000.0
3,2,5,1200,Apartment,"Block A, Sugandha Residential Area, Panchlaish, Chattogram",Block A,Sugandha Residential Area,Panchlaish,Chattogram,28000.0
3,2,5,1200,Apartment,"Faydabad, Dakshin Khan, Dhaka",No Sector/Block,Faydabad,Dakshin Khan,Dhaka,14000.0
3,2,5,1200,Apartment,"Dakshin Khan, Dhaka",No Sector/Block,Dakshin Khan,Dakshin Khan,Dhaka,16000.0
3,2,5,1200,Apartment,"Faydabad, Dakshin Khan, Dhaka",No Sector/Block,Faydabad,Dakshin Khan,Dhaka,15000.0
3,2,5,1200,Apartment,"Faydabad, Dakshin Khan, Dhaka",No Sector/Block,Faydabad,Dakshin Khan,Dhaka,15000.0
3,2,5,1200,Apartment,"Faydabad, Dakshin Khan, Dhaka",No Sector/Block,Faydabad,Dakshin Khan,Dhaka,15000.0
3,2,5,1200,Apartment,"Faydabad, Dakshin Khan, Dhaka",No Sector/Block,Faydabad,Dakshin Khan,Dhaka,15000.0
3,2,5,1200,Apartment,"Faydabad, Dakshin Khan, Dhaka",No Sector/Block,Faydabad,Dakshin Khan,Dhaka,15000.0
2,1,3,600,Apartment,"Paikpara, Ahmed Nagar, Mirpur, Dhaka",No Sector/Block,Ahmed Nagar,Mirpur,Dhaka,8000.0
3,2,5,1200,Apartment,"Faydabad, Dakshin Khan, Dhaka",No Sector/Block,Faydabad,Dakshin Khan,Dhaka,15000.0
3,2,5,1200,Apartment,"Faydabad, Dakshin Khan, Dhaka",No Sector/Block,Faydabad,Dakshin Khan,Dhaka,14000.0
3,2,5,1200,Apartment,"Faydabad, Dakshin Khan, Dhaka",No Sector/Block,Faydabad,Dakshin Khan,Dhaka,15000.0
3,2,5,1200,Apartment,"Faydabad, Dakshin Khan, Dhaka",No Sector/Block,Faydabad,Dakshin Khan,Dhaka,15000.0
3,3,6,1400,Apartment,"Block B, Section 12, Mirpur, Dhaka",Block B,Section 12,Mirpur,Dhaka,30000.0
2,2,4,850,Apartment,"Paikpara, Mirpur, Dhaka",No Sector/Block,Paikpara,Mirpur,Dhaka,13000.0
2,1,3,500,Apartment,"Manikdi, Cantonment, Dhaka",No Sector/Block,Manikdi,Cantonment,Dhaka,11000.0
3,3,6,1200,Apartment,"Vatara, Badda, Dhaka",No Sector/Block,Vatara,Badda,Dhaka,18000.0
3,3,6,1200,Apartment,"Vatara, Badda, Dhaka",No Sector/Block,Vatara,Badda,Dhaka,18000.0
3,3,6,1200,Apartment,"Vatara, Badda, Dhaka",No Sector/Block,Vatara,Badda,Dhaka,18000.0
3,3,6,1200,Apartment,"Vatara, Badda, Dhaka",No Sector/Block,Vatara,Badda,Dhaka,18000.0
3,3,6,1260,Apartment,"Saraipara, 12 No. Sarai Para Ward, Double Mooring, Chattogram",No Sector/Block,12 No. Sarai Para Ward,Double Mooring,Chattogram,14000.0
3,3,6,1260,Apartment,"Saraipara, 12 No. Sarai Para Ward, Double Mooring, Chattogram",No Sector/Block,12 No. Sarai Para Ward,Double Mooring,Chattogram,14000.0
3,3,6,1380,Apartment,"Paikpara, Ahmed Nagar, Mirpur, Dhaka",No Sector/Block,Ahmed Nagar,Mirpur,Dhaka,18000.0
2,2,4,900,Apartment,"Sector 13, Uttara, Dhaka",Sector 13,Uttara,Uttara,Dhaka,18000.0
4,4,8,1800,Apartment,"Sector 13, Uttara, Dhaka",Sector 13,Uttara,Uttara,Dhaka,32000.0
3,2,5,1000,Apartment,"Paikpara, Ahmed Nagar, Mirpur, Dhaka",No Sector/Block,Ahmed Nagar,Mirpur,Dhaka,15000.0
2,2,4,900,Apartment,"Sector 13, Uttara, Dhaka",Sector 13,Uttara,Uttara,Dhaka,19000.0
3,2,5,1000,Apartment,"Paikpara, Ahmed Nagar, Mirpur, Dhaka",No Sector/Block,Ahmed Nagar,Mirpur,Dhaka,15000.0
2,1,3,500,Apartment,"Paikpara, Ahmed Nagar, Mirpur, Dhaka",No Sector/Block,Ahmed Nagar,Mirpur,Dhaka,8500.0
2,2,4,750,Apartment,"Joar Sahara, Dhaka",No Sector/Block,Joar Sahara,Joar Sahara,Dhaka,15000.0
2,2,4,820,Apartment,"Section 1, Mirpur, Dhaka",No Sector/Block,Section 1,Mirpur,Dhaka,11000.0
2,2,4,850,Apartment,"38 No. South Middle Halishahar, Halishahar, Chattogram",No Sector/Block,38 No. South Middle Halishahar,Halishahar,Chattogram,15000.0
2,2,4,700,Apartment,"Kallyanpur, Mirpur, Dhaka",No Sector/Block,Kallyanpur,Mirpur,Dhaka,13500.0
2,1,3,900,Apartment,"Bandar, 36 Goshail Danga Ward, Chattogram",No Sector/Block,Bandar,36 Goshail Danga Ward,Chattogram,13000.0
2,1,3,550,Apartment,"Section 1, Mirpur, Dhaka",No Sector/Block,Section 1,Mirpur,Dhaka,10000.0
3,4,7,1654,Apartment,"Block A, Rajuk Uttara Apartment Project, Sector 18, Uttara, Dhaka",Sector 18,Rajuk Uttara Apartment Project,Uttara,Dhaka,14000.0
3,4,7,1654,Apartment,"Block A, Rajuk Uttara Apartment Project, Sector 18, Uttara, Dhaka",Sector 18,Rajuk Uttara Apartment Project,Uttara,Dhaka,15000.0
3,4,7,1654,Apartment,"Block A, Rajuk Uttara Apartment Project, Sector 18, Uttara, Dhaka",Sector 18,Rajuk Uttara Apartment Project,Uttara,Dhaka,14000.0
2,2,4,1010,Apartment,"Munir Nagar, 37 No. North-Middle Halishahar Ward, Halishahar, Chattogram",Block A,37 No. North-Middle Halishahar Ward,Halishahar,Chattogram,12000.0
2,2,4,1010,Apartment,"Munir Nagar, 37 No. North-Middle Halishahar Ward, Halishahar, Chattogram",Block A,37 No. North-Middle Halishahar Ward,Halishahar,Chattogram,12000.0
3,3,6,1124,Apartment,"Eshan Mistry Hat, Bandartila, 38 No. South Middle Halishahar, Halishahar, Chattogram",Block A,38 No. South Middle Halishahar,Halishahar,Chattogram,18000.0
3,5,8,2160,Apartment,"Road No 12, Sector 4, Uttara, Dhaka",Sector 4,Uttara,Uttara,Dhaka,50000.0
3,5,8,2160,Apartment,"Road No 12, Sector 4, Uttara, Dhaka",Sector 4,Uttara,Uttara,Dhaka,50000.0
2,2,4,720,Apartment,"Mohammadpur, Dhaka",No Sector/Block,Mohammadpur,Mohammadpur,Dhaka,16000.0
3,3,6,1300,Apartment,"Block B, Sayednagar, East Vatara, Vatara, Badda, Dhaka",Block B,Vatara,Badda,Dhaka,17000.0
2,2,4,720,Apartment,"Mohammadpur, Dhaka",No Sector/Block,Mohammadpur,Mohammadpur,Dhaka,15500.0
3,3,6,1200,Apartment,"Block B, Sayednagar, East Vatara, Vatara, Badda, Dhaka",Block B,Vatara,Badda,Dhaka,15000.0
2,2,4,800,Apartment,"Baitul Aman Housing Society, Adabor, Dhaka",No Sector/Block,Baitul Aman Housing Society,Adabor,Dhaka,16000.0
3,2,5,1000,Apartment,"Sector 5, Uttara, Dhaka",Sector 5,Uttara,Uttara,Dhaka,21000.0
2,2,4,850,Apartment,"Pahartali, 11 No. South Kattali Ward, Chattogram",No Sector/Block,Pahartali,11 No. South Kattali Ward,Chattogram,15000.0
2,2,4,700,Apartment,"West Hossain Ahmed Para, Hossain Ahmed Para, 40 No. North Patenga Ward, Patenga, Chattogram",No Sector/Block info,40 No. North Patenga Ward,Patenga,Chattogram,11000.0
3,3,6,1400,Apartment,"Sector 10, Uttara, Dhaka",Sector 10,Uttara,Uttara,Dhaka,20000.0
2,2,4,700,Apartment,"Nurer Chala, Badda, Dhaka",No Sector/Block,Nurer Chala,Badda,Dhaka,11000.0
3,3,6,1520,Apartment,"East Monipur, Mirpur, Dhaka",No Sector/Block,East Monipur,Mirpur,Dhaka,25000.0
3,3,6,1100,Apartment,"Green View Residential Area, 11 No. South Kattali Ward, Chattogram",No Sector/Block,Green View Residential Area,11 No. South Kattali Ward,Chattogram,16000.0
2,1,3,800,Apartment,"Bakalia, Chattogram",No Sector/Block,Bakalia,Bakalia,Chattogram,11000.0
3,3,6,1450,Apartment,"Block H, Bashundhara R-A, Dhaka",Block H,Bashundhara R-A,Bashundhara R-A,Dhaka,25000.0
2,1,3,700,Apartment,"Bayazid, Chattogram",No Sector/Block,Bayazid,Bayazid,Chattogram,13000.0
3,3,6,1400,Apartment,"Karnaphuly Abashik Elaka, 25 No. Rampur Ward, Double Mooring, Chattogram",No Sector/Block,25 No. Rampur Ward,Double Mooring,Chattogram,20000.0
2,1,3,900,Apartment,"Karnaphuly Abashik Elaka, 25 No. Rampur Ward, Double Mooring, Chattogram",No Sector/Block,25 No. Rampur Ward,Double Mooring,Chattogram,12000.0
3,3,6,1100,Apartment,"Block C, Hill View R/A, Bayazid, Chattogram",Block C,Hill View R/A,Bayazid,Chattogram,17000.0
3,3,6,1200,Apartment,"Block C, Hill View R/A, Bayazid, Chattogram",Block C,Hill View R/A,Bayazid,Chattogram,21000.0
3,4,7,1654,Apartment,"Block A, Rajuk Uttara Apartment Project, Sector 18, Uttara, Dhaka",Sector 18,Rajuk Uttara Apartment Project,Uttara,Dhaka,14000.0
2,2,4,800,Apartment,"Faidabad Garden City, Faydabad, Dakshin Khan, Dhaka",Block A,Faydabad,Dakshin Khan,Dhaka,10000.0
3,2,5,1100,Apartment,"Bayazid, Chattogram",No Sector/Block,Bayazid,Bayazid,Chattogram,14500.0
3,3,6,1150,Apartment,"Bashundhara Residential Area, 25 No. Rampur Ward, Double Mooring, Chattogram",No Sector/Block,25 No. Rampur Ward,Double Mooring,Chattogram,16000.0
3,3,6,1150,Apartment,"Bashundhara Residential Area, 25 No. Rampur Ward, Double Mooring, Chattogram",No Sector/Block,25 No. Rampur Ward,Double Mooring,Chattogram,16000.0
2,2,4,800,Apartment,"Chakroshow Kanon Residential Area, Bayazid, Chattogram",No Sector/Block,Chakroshow Kanon Residential Area,Bayazid,Chattogram,12000.0
3,2,5,1150,Apartment,"Chotopole, South Agrabad, Double Mooring, Chattogram",No Sector/Block,South Agrabad,Double Mooring,Chattogram,18000.0
3,3,6,1400,Apartment,"24 No. North Agrabad Ward, Double Mooring, Chattogram",No Sector/Block,24 No. North Agrabad Ward,Double Mooring,Chattogram,25000.0
3,3,6,1150,Apartment,"Section 1, Mirpur, Dhaka",No Sector/Block,Section 1,Mirpur,Dhaka,17000.0
4,4,8,2000,Apartment,"Baridhara DOHS, Dhaka",No Sector/Block,Baridhara DOHS,Baridhara DOHS,Dhaka,100000.0
3,2,5,1065,Apartment,"East Rampur, 25 No. Rampur Ward, Double Mooring, Chattogram",No Sector/Block,25 No. Rampur Ward,Double Mooring,Chattogram,17000.0
3,2,5,1200,Apartment,"Eidgah, East Rampur, 25 No. Rampur Ward, Double Mooring, Chattogram",No Sector/Block info,25 No. Rampur Ward,Double Mooring,Chattogram,18000.0
2,2,4,950,Apartment,"Mirpur, Dhaka",No Sector/Block,Mirpur,Mirpur,Dhaka,12000.0
3,3,6,1430,Apartment,"Sector 13, Uttara, Dhaka",Sector 13,Uttara,Uttara,Dhaka,35000.0
2,2,4,700,Apartment,"Block B, Dolipara, Uttara, Dhaka",Block B,Dolipara,Uttara,Dhaka,13000.0
2,2,4,900,Apartment,"Halishahar Housing Estate, 26 No. North Halishahar Ward, Halishahar, Chattogram",No Sector/Block,26 No. North Halishahar Ward,Halishahar,Chattogram,11500.0
3,3,6,1300,Apartment,"Section 10, Mirpur, Dhaka",No Sector/Block,Section 10,Mirpur,Dhaka,21000.0
2,2,4,800,Apartment,"Muhuri Para Residential Area, 24 No. North Agrabad Ward, Double Mooring, Chattogram",No Sector/Block,24 No. North Agrabad Ward,Double Mooring,Chattogram,12000.0
3,3,6,1440,Apartment,"Gulbag Residential Area, 24 No. North Agrabad Ward, Double Mooring, Chattogram",No Sector/Block,24 No. North Agrabad Ward,Double Mooring,Chattogram,18000.0
2,2,4,800,Apartment,"Sector 13, Uttara, Dhaka",Sector 13,Uttara,Uttara,Dhaka,18000.0
3,4,7,1675,Apartment,"Block A, Rajuk Uttara Apartment Project, Sector 18, Uttara, Dhaka",Sector 18,Rajuk Uttara Apartment Project,Uttara,Dhaka,15000.0
2,1,3,550,Apartment,"South Azampur, Dakshin Khan, Dhaka",Block A,Dakshin Khan,Dakshin Khan,Dhaka,10000.0
2,2,4,800,Apartment,"Block D, Dolipara, Uttara, Dhaka",Block D,Dolipara,Uttara,Dhaka,13000.0
2,2,4,750,Apartment,"Madhya Ajampur, Dakshin Khan, Dhaka",No Sector/Block,Madhya Ajampur,Dakshin Khan,Dhaka,15000.0
2,2,4,800,Apartment,"Faidabad Garden City, Faydabad, Dakshin Khan, Dhaka",No Sector/Block,Faydabad,Dakshin Khan,Dhaka,12500.0
3,3,6,1654,Apartment,"Block A, Rajuk Uttara Apartment Project, Sector 18, Uttara, Dhaka",Sector 18,Rajuk Uttara Apartment Project,Uttara,Dhaka,14000.0
3,3,6,1654,Apartment,"Block A, Rajuk Uttara Apartment Project, Sector 18, Uttara, Dhaka",Sector 18,Rajuk Uttara Apartment Project,Uttara,Dhaka,15000.0
2,2,4,1000,Apartment,"Sector 13, Uttara, Dhaka",Sector 13,Uttara,Uttara,Dhaka,16000.0
2,2,4,900,Apartment,"Sector 13, Uttara, Dhaka",Sector 13,Uttara,Uttara,Dhaka,20000.0
3,3,6,1350,Apartment,"Block A, Section 12, Mirpur, Dhaka",Block A,Section 12,Mirpur,Dhaka,28000.0
3,3,6,1350,Apartment,"Block A, Section 12, Mirpur, Dhaka",Block A,Section 12,Mirpur,Dhaka,28000.0
2,1,3,600,Apartment,"South Azampur, Dakshin Khan, Dhaka",Block A,Dakshin Khan,Dakshin Khan,Dhaka,10500.0
2,2,4,800,Apartment,"Mirpur, Dhaka",Block A,Dhaka,Dhaka,Dhaka,14000.0
3,2,5,1000,Apartment,"West Agargaon, Agargaon, Dhaka",No Sector/Block,West Agargaon,Agargaon,Dhaka,15500.0
4,4,8,3300,Apartment,"Baridhara, Dhaka",No Sector/Block,Baridhara,Baridhara,Dhaka,200000.0
2,1,3,600,Apartment,"Madhya Ajampur, Dakshin Khan, Dhaka",No Sector/Block,Madhya Ajampur,Dakshin Khan,Dhaka,10000.0
3,3,6,1300,Apartment,"Block A, Section 12, Mirpur, Dhaka",Block A,Section 12,Mirpur,Dhaka,26000.0
2,2,4,750,Apartment,"Mollapara, 24 No. North Agrabad Ward, Double Mooring, Chattogram",No Sector/Block,24 No. North Agrabad Ward,Double Mooring,Chattogram,11000.0
2,2,4,760,Apartment,"Mollapara, 24 No. North Agrabad Ward, Double Mooring, Chattogram",No Sector/Block,24 No. North Agrabad Ward,Double Mooring,Chattogram,11000.0
3,4,7,1645,Apartment,"Block A, Rajuk Uttara Apartment Project, Sector 18, Uttara, Dhaka",Sector 18,Rajuk Uttara Apartment Project,Uttara,Dhaka,14000.0
3,4,7,1645,Apartment,"Block A, Rajuk Uttara Apartment Project, Sector 18, Uttara, Dhaka",Sector 18,Rajuk Uttara Apartment Project,Uttara,Dhaka,14000.0
3,4,7,1645,Apartment,"Block A, Rajuk Uttara Apartment Project, Sector 18, Uttara, Dhaka",Sector 18,Rajuk Uttara Apartment Project,Uttara,Dhaka,14000.0
3,4,7,1654,Apartment,"Block A, Rajuk Uttara Apartment Project, Sector 18, Uttara, Dhaka",Sector 18,Rajuk Uttara Apartment Project,Uttara,Dhaka,14000.0
3,2,5,1100,Apartment,"Ashkona, Dakshin Khan, Dhaka",Block A,Dakshin Khan,Dakshin Khan,Dhaka,15000.0
2,2,4,1000,Apartment,"Block A, Halishahar Housing Estate, 26 No. North Halishahar Ward, Halishahar, Chattogram",Block A,26 No. North Halishahar Ward,Halishahar,Chattogram,12000.0
3,4,7,1390,Apartment,"Eskaton, Dhaka",Block A,Dhaka,Dhaka,Dhaka,35000.0
2,2,4,1010,Apartment,"4 No Chandgaon Ward, Chattogram",Block A,Chattogram,Chattogram,Chattogram,10000.0
2,2,4,950,Apartment,"Polytechnic, Bayazid, Chattogram",Block A,Bayazid,Bayazid,Chattogram,14500.0
3,2,5,1000,Apartment,"Saraipara, 12 No. Sarai Para Ward, Double Mooring, Chattogram",No Sector/Block,12 No. Sarai Para Ward,Double Mooring,Chattogram,11000.0
2,2,4,800,Apartment,"24 No. North Agrabad Ward, Double Mooring, Chattogram",No Sector/Block,24 No. North Agrabad Ward,Double Mooring,Chattogram,14500.0
4,4,8,3000,Apartment,"Gulshan 2, Gulshan, Dhaka",No Sector/Block,Gulshan 2,Gulshan,Dhaka,200000.0
3,3,6,1400,Apartment,"Sector 10, Uttara, Dhaka",Sector 10,Uttara,Uttara,Dhaka,20000.0
2,2,4,900,Apartment,"Sector 13, Uttara, Dhaka",Sector 13,Uttara,Uttara,Dhaka,19000.0
3,3,6,1200,Apartment,"Sector 5, Uttara, Dhaka",Sector 5,Uttara,Uttara,Dhaka,25000.0
2,2,4,950,Apartment,"Faydabad, Dakshin Khan, Dhaka",No Sector/Block,Faydabad,Dakshin Khan,Dhaka,12000.0
3,3,6,1150,Apartment,"South Khulshi, Khulshi, Chattogram",No Sector/Block,South Khulshi,Khulshi,Chattogram,21000.0
3,2,5,1200,Apartment,"Block D, Banasree, Dhaka",Block D,Banasree,Banasree,Dhaka,21000.0
3,3,6,1450,Apartment,"Sector 13, Uttara, Dhaka",Sector 13,Uttara,Uttara,Dhaka,28000.0
2,2,4,770,Apartment,"Gulbag Residential Area, 24 No. North Agrabad Ward, Double Mooring, Chattogram",No Sector/Block,24 No. North Agrabad Ward,Double Mooring,Chattogram,11000.0
3,3,6,1224,Apartment,"Chasma Hill R/A, 7 No. West Sholoshohor Ward, Chattogram",No Sector/Block,Chasma Hill R/A,7 No. West Sholoshohor Ward,Chattogram,22000.0
3,4,7,1925,Apartment,"Eskaton, Dhaka",No Sector/Block,Eskaton,Eskaton,Dhaka,45000.0
2,2,4,770,Apartment,"East Rampur, 25 No. Rampur Ward, Double Mooring, Chattogram",No Sector/Block,25 No. Rampur Ward,Double Mooring,Chattogram,13500.0
3,3,6,1300,Apartment,"Naya Paltan, Motijheel, Dhaka",No Sector/Block,Naya Paltan,Motijheel,Dhaka,38000.0
3,2,5,1200,Apartment,"24 No. North Agrabad Ward, Double Mooring, Chattogram",No Sector/Block,24 No. North Agrabad Ward,Double Mooring,Chattogram,18800.0
3,2,5,1200,Apartment,"Saraipara, 12 No. Sarai Para Ward, Double Mooring, Chattogram",No Sector/Block,12 No. Sarai Para Ward,Double Mooring,Chattogram,14000.0
3,3,6,1450,Apartment,"Block B, Section 12, Mirpur, Dhaka",Block B,Section 12,Mirpur,Dhaka,26000.0
2,2,4,700,Apartment,"Nurer Chala, Badda, Dhaka",No Sector/Block,Nurer Chala,Badda,Dhaka,12000.0
1,1,2,300,Apartment,"Sector 13, Uttara, Dhaka",Sector 13,Uttara,Uttara,Dhaka,12000.0
2,2,4,900,Apartment,"Bashundhara Residential Area, 25 No. Rampur Ward, Double Mooring, Chattogram",No Sector/Block,25 No. Rampur Ward,Double Mooring,Chattogram,11000.0
3,4,7,1654,Apartment,"Block A, Rajuk Uttara Apartment Project, Sector 18, Uttara, Dhaka",Sector 18,Rajuk Uttara Apartment Project,Uttara,Dhaka,14000.0
2,2,4,900,Apartment,"Sector 14, Uttara, Dhaka",Sector 14,Uttara,Uttara,Dhaka,18300.0
3,3,6,1500,Apartment,"West Kalachandpur, Kalachandpur, Dhaka",Block A,Kalachandpur,Kalachandpur,Dhaka,25000.0
3,3,6,1100,Apartment,"Paikpara, Ahmed Nagar, Mirpur, Dhaka",No Sector/Block,Ahmed Nagar,Mirpur,Dhaka,14000.0
2,2,4,800,Apartment,"Uttar Khan, Dhaka",No Sector/Block,Uttar Khan,Uttar Khan,Dhaka,12000.0
2,2,4,700,Apartment,"Adarsha Para, Uttar Khan, Dhaka",No Sector/Block,Adarsha Para,Uttar Khan,Dhaka,11000.0
3,2,5,1000,Apartment,"Baitul Aman Housing Society, Adabor, Dhaka",No Sector/Block,Baitul Aman Housing Society,Adabor,Dhaka,15000.0
2,2,4,800,Apartment,"Bayazid, Chattogram",No Sector/Block,Bayazid,Bayazid,Chattogram,14000.0
3,2,5,1100,Apartment,"Faydabad, Dakshin Khan, Dhaka",No Sector/Block,Faydabad,Dakshin Khan,Dhaka,15000.0
3,3,6,1400,Apartment,"Sector 6, Uttara, Dhaka",Sector 6,Uttara,Uttara,Dhaka,32000.0
4,5,9,2800,Apartment,"Khulshi Hill R/A, North Khulshi, Khulshi, Chattogram",No Sector/Block,North Khulshi,Khulshi,Chattogram,90000.0
2,2,4,750,Apartment,"South Baridhara Residential Area,D. I. T. Project, Badda, Dhaka",No Sector/Block,"South Baridhara Residential Area,D. I. T. Project",Badda,Dhaka,12000.0
3,3,6,1500,Apartment,"Bashundhara R-A, Dhaka",No Sector/Block,Bashundhara R-A,Bashundhara R-A,Dhaka,25000.0
3,2,5,1000,Apartment,"Sector 14, Uttara, Dhaka",Sector 14,Uttara,Uttara,Dhaka,20000.0
2,2,4,800,Apartment,"Uttar Khan, Dhaka",No Sector/Block,Uttar Khan,Uttar Khan,Dhaka,12000.0
3,2,5,1100,Apartment,"Faydabad, Dakshin Khan, Dhaka",No Sector/Block,Faydabad,Dakshin Khan,Dhaka,15000.0
2,2,4,850,Apartment,"10 No. North Kattali Ward, Chattogram",No Sector/Block,10 No. North Kattali Ward,10 No. North Kattali Ward,Chattogram,14000.0
5,4,9,2200,Apartment,"Sector 3, Uttara, Dhaka",Sector 3,Uttara,Uttara,Dhaka,65000.0
5,4,9,2200,Apartment,"Sector 3, Uttara, Dhaka",Sector 3,Uttara,Uttara,Dhaka,65000.0
3,3,6,1300,Apartment,"Shantibag Residential Area, 24 No. North Agrabad Ward, Double Mooring, Chattogram",No Sector/Block,24 No. North Agrabad Ward,Double Mooring,Chattogram,14000.0
3,4,7,1675,Apartment,"Sector 4, Uttara, Dhaka",Sector 4,Uttara,Uttara,Dhaka,32000.0
4,5,9,1960,Apartment,"Sector 13, Uttara, Dhaka",Sector 13,Uttara,Uttara,Dhaka,40000.0
3,3,6,1540,Apartment,"Sector 7, Uttara, Dhaka",Sector 7,Uttara,Uttara,Dhaka,35000.0
